id,cr,reference_en,baseline_prediction,cultural_prediction,CS_prediction,expected_translation,baseline_prediction_csi_match_score,baseline_prediction_csi_match_success
ahl_13815_hat_eng,li nan hòm lan,he is at home,Horm in the horm,he is in the horm,he is in the horm,he’s home | he’s at home,56.25,False
gen_00216,"Kolabore ak lòt downline medikal, ki gen ladan enfimyè oswa doktè, yo ka fè anjyografik oswa inik metòd vaskilè.","Collaborate with additional medical downline, including nurses or doctors, to conduct angiography or unique vascular methods.","Collaborate with other medical downline, including nurses or doctors, can make anjacological or unique vascular methods.","Collaborate with other medical downline, including nurses or doctors, they can make anjyographic or unique vascular methods.","Collaborate with other medical downline, including nurses or doctors, can make anjologic or unique vascular methods.","Work with other medical staff, including nurses and doctors, to perform angiography or specialized vascular procedures. | Coordinate with other healthcare professionals, including nurses and doctors, to carry out angiography or advanced vascular techniques.",66.10878661087867,False
ahl_6078_hat_eng,ou wa konnen l,you will know it,Do you know it,you will know him,you will know him,you’ll find out | you’ll know soon,71.42857142857143,False
gen_00305,Designs yon plan detaye nan kay la,Designs a detailed plan of the house,Designs a detailed design of the home,Designs a Detailed Plan at Home,Designs a detailed plan at home,draws up a detailed house plan | creates a detailed floor plan of the house,70.27027027027026,False
gen_00964,Star Lagè devinèt,Star Wars Puzzle,Star Wars Puzzle,Star Wars Puzzle,Star Wars Puzzle,Star Wars puzzle | Star Wars riddle,100.0,True
gen_00199,"Alòske l te gen dwa abandone apre yon aksidan katastwofik nan Je Olenpik 2010 yo, li te chwazi pèsevere.","While he could have given up after a devastating crash in the 2010 Olympics, he chose to persevere.","While he had abandoned right after a catastrophic accident in the Je Olenpik 2010, he chose persever.","While he was allowed to abandon after a catastrophic accident in the 2010 Je Olenpik, he chose persever.","While he was allowed to abandon after a catastrophic accident in the eyes of Olenpik 2010, he chose perseverants.","He could have quit after the devastating crash at the 2010 Olympics, but he kept going. | After a catastrophic crash in the 2010 Olympics, he chose to persevere instead.",64.9746192893401,False
gen_00242,"Frè m ak sè m yo, chè zanmi mwen, m priye pou nou rete konsantre sou ""senplisite ki nan Kris la"" epi kite lagras li elve nou e pote nou pandan vwayaj pou soti kote nou ye kounyeya pou al nan desten gloriye nou nan prezans Papa nou an.","Brothers and sisters, dear friends, I pray that we will focus on ""the simplicity that is in Christ"" and allow His grace to lift and carry us during our journey from where we are now to our glorious destiny in our Father's presence.","Brothers and my sisters, my friend's expensive, I pray that we stay focus on ""the simplicity of Christ"" and let it bred us and bring us during travel from where we are now now to go to our glorious destruction in our Father's presence.","My brother and my sister, my friend's expensive, I pray to stay focused on the ""the simplicity of Christ"" and let her warras bred us and bring us during travel from where we are now to go to our glorious destruction in our father's presence.","My brothers and sisters, my friend's expensive, I pray that we stay focused on the ""simplicity of Christ"" and let his iceras brew us and bring us during the trip from where we are now going to destroy our glorious glorious in our Father's presence.","Brothers and sisters, dear friends, I pray we stay focused on the simplicity of Christ and let His grace carry us to our glorious destiny in the Father’s presence. | Brothers and sisters, dear friends, I pray that we keep our eyes on Christ’s simple way and allow His grace to lift us up and lead us to our glorious destiny with the Father.",72.8643216080402,False
ahl_7757_hat_eng,lè l pote l,when he brings it,by carrying it,when he carries it,when he carries it,when he brings it | when he gets it,57.14285714285714,False
gen_00842,Stone gato Plak,Glass Charger Plak,Stone Cake Plate,Stone Cake Plate,Stone Cake Plate,glass charger plate | glass serving platter,68.75,False
gen_00561,"Men, atravè lafwa nan Jezikri ak chwazi pou nou fè L konfyans, nou ka gen limyè tout tan, menmsi nou sou dlo oubyen anba dlo.","Yet, through faith in Jesus Christ and choosing to trust in Him, we too can have light continually, whether above the water or under the water.","But through faith in Christ Jesus and choose to trust, we can have light ever, even if we are on water or underwater.","But through faith in Jesus Christ and choose us to trust, we can have light ever, even if we are on water or underwater.","But through faith in Jesus Christ and choose to trust, we can have light ever, though we are on water or underwater.","Yet, through faith in Jesus Christ and choosing to trust Him, we can always have light, whether above water or below it. | Through faith in Jesus Christ and by choosing to trust Him, we too can have light at all times, even above water or under it.",70.94017094017093,False
gen_01144,Antre nan kominote FamilySearch anliy nan pou èd nan rechèch.,Join the FamilySearch online community for research help.,Join the FamilySearch online community for help in research.,Join FamilySearch community online for help in research.,Enter the FamilySearch Enline community for help in research.,Join the FamilySearch online community for research help | Connect with the FamilySearch online community for research help,91.89189189189189,True
proverb_389_hat_eng,Pousyè mache pi bon pase pousyè chita,"don’t sit around and do nothing, get up and find something to do",Dust market better than dust sitting,Dust market better than dust seating,Dust market better than dust sitting,Don’t just sit there—get moving | Get up and do something,50.0,False
gen_00117,"Nou kapab mentni panse nou pwòp lè nou li, gade epi tande bagay ki envite Sentespri a.","We can keep our thoughts clean by reading, watching, and listening to things that invite the Holy Ghost.","We can maintain our own thinking when we read, look and hear things that invite the Holy Spirit.","We can maintain our own thoughts when we read, look and hear things that invite the Holy Spirit.","We can maintain our own thoughts when we read, look and hear the guests of the Holy Spirit.","We can keep our minds pure by reading, watching, and listening to things that invite the Holy Spirit. | We can keep our thoughts clean by choosing to read, watch, and listen to things that welcome the Holy Ghost.",63.54166666666667,False
gen_00507,"Mwen te gen privilèj sa a lè m t ap prezide kòm jèn evèk nan Salt Lake City nan yon pawas ki te gen 1.800 manm, enkli 84 vèv.","Such was my privilege when I presided as a very young bishop in Salt Lake City over a ward of 1,080 members, including 84 widows.","I had this privilege when I was presenting as young bishes in Salt Lake City in a parish that had 1.800 members, including 84 widows.","I had this privileges when I was presided as young evils in Salt Lake City in a parish that had 1.800 members, including 84 widows.","I had this privilege when I was presiding as young bishops in Salt Lake City in a parish which had 1.800 members, including 84 widows.","I had that privilege when I was serving as a young bishop in Salt Lake City over a ward of 1,080 members, including 84 widows. | That was my privilege when, as a young bishop in Salt Lake City, I presided over a ward of 1,080 members, including 84 widows.",83.3976833976834,True
gen_00588,"Pwofondè l nan 600, 800,1000 mm se si ou vle;","l Depth of 600, 800,1000 mm is optional;","Depth of 600,800,1000 mm is optional;","Depth l of 600,800,1000 mm is optional;","The depth of 600,800,1000 mm is optional;","Depth of 600, 800, or 1000 mm is optional | Available in 600, 800, or 1000 mm depths",86.48648648648648,True
ahl_6758_hat_eng,lè l grand di,when he grows up,l grand says,when he is great to say,when he is very hard,when he gets older | when he’s grown up,47.61904761904761,False
ahl_12999_hat_eng,kankou genyen ki viv nan bra a loyle w bèt mawon,like there are those who live in the arms of the wild beast,camps win who live in the loyle arm wrist,"like there are things who live in the arms, loyle you are brown animals",there are camps that live in the loyle arm you brown animals,like some people live dangerously | like some folks are always in harm’s way,43.90243902439024,False
ahl_6360_hat_eng,se li menm ki ka genyen,it’s him who can win,is the same that can win,it’s him who can have,it is he who can have,he’s the one who can win | he’s the one likely to win,70.83333333333333,False
ahl_12699_hat_eng,"Kisa tounyè, kisa moun met sou yo?","What do they put on themselves, what do people put on themselves?","What is the third, what people do about them?","What is the stroll, what do people put on them?","What kind of stroll, what do people put on them?",What are they wearing? | What do people wear?,63.1578947368421,False
ahl_8774_hat_eng,yo w ap chte tout bay sa te pèp mwen,you are buying all that was given to my people,you're chasing all of you was my people,they are taking everything to give me that was my people,they are shredding all of those people,you’re taking everything my people were given | you’re buying up all that was meant for my people,60.273972602739725,False
gen_00095,"Leyi ak Lyawona a, tablo Joseph Brickey","Lehi and the Liahona, by Joseph Brickey","India and the Lyawona, board Joseph Brickey","Guests with the Lyawona, board Joseph Brickey","Seizard and Lyawona, Joseph Brickey board","Lehi and the Liahona, painting by Joseph Brickey | Lehi and the Liahona, by Joseph Brickey",83.54430379746836,True
gen_01026,Dènye tip pechè sa yo gen dwa ap mande poukisa yo pa gen menm siksè avèk lòt yo.,This last type may wonder why they do not have the same success as others.,These Recent types of fishers are allowed to ask why they don't have the same success with other.,The last type of fishermen may be asked why they don’t have even successful with others.,The last type of fishermen may ask why they are not even successful with others.,This last kind of person may wonder why they aren’t as successful as others | These people may be asking themselves why they don’t have the same success as everyone else,63.829787234042556,False
ahl_15306_hat_eng,li tou piti non,"he is too small, no",it also gradually no,"it is also very small, no","it’s also small, no",he’s really tiny | he’s so little,51.42857142857142,False
ahl_8021_hat_eng,m pale entèl pa je tou.,I speak through the eyes too.,I've spoken by an eye too.,I’m talking that is not an eye too.,I’m talking so-and-your eyes too.,I can read people’s eyes too | I speak with my eyes too,60.0,False
ahl_8134_hat_eng,sòni se vini,Soni is coming,Soneon is coming,now it’s coming,if it’s coming,Soni is on the way | Soni is coming soon,81.25,True
ahl_13067_hat_eng,y mat blen.,and the white mat.,y mat blazing.,they matched blink.,they are blowing.,and the white mat | the white mat,44.44444444444444,False
ahl_2632_hat_eng,kichan yo konn fè kafè a pa fwa,how they sometimes make the coffee,kichan rate makes the case by time,what do they usually do the coffee by the time,what they usually do to the coffee by the time,how they usually make coffee | the way they sometimes make coffee,52.94117647058824,False
ahl_312_hat_eng,kijan yo rele l?,What is it called?,How to call it?,What do they call it?,What do they call it?,What’s it called? | What do they call it?,80.0,True
ahl_8173_hat_eng,ka gen anyen,there may be nothing,can be nothing,there may be nothing,there may be nothing,there might be nothing | there may not be anything,78.57142857142857,True
ahl_1919_hat_eng,chaponti po remen ki koulè l ye,what color is the chaponti skin?,Carpenter skin remen who are color l,The sticky skin is the color of it,the skin shrimp is in color it is,what color is chaponti skin? | what color is the chaponti’s skin?,61.111111111111114,False
gen_00253,"Se sèten ke youn nan mesaj pi evidan sèke Jezikri se Pitit gason Bondye, avèk pouvwa sou tout bagay, enkli doulè ak enpèfeksyon fizik nou yo.","Certainly one obvious message is that Jesus Christ is the Son of God, with power over all things, including our physical pains and imperfections.","It is sure that one of the most obvious messages crisp Jesus Christ is the son of God, with power on everything, including pain and our physical impairments.","It is certain that one of the most obvious messages to crisp Jesus is the Son of God, with power on everything, including pain and our physical impairment.","That is certain that one of the most obvious message crisp Jesus Christ is the Son of God, with power on everything, including pain and our physical impairments.","One clear message is that Jesus Christ is the Son of God, with power over everything, including our physical pain and imperfections. | One obvious takeaway is that Jesus Christ is God’s Son, with authority over all things, even our bodily suffering and flaws.",74.81481481481482,False
gen_00893,Kawotchou materyèl (Compound) Processing machin,Rubber Materail (Compound) Processing Machinery,Rubber material(Compound) Processing machine,Rubber material (Compound) Processing machine,Rubber material(Compound) Processing machine,Rubber compound processing machinery | Rubber material processing machinery,87.17948717948718,True
ahl_14067_hat_eng,lè bouki te kenbe,when Bouki was caught,when stuffed,when Bouki was holding,when Bouki was holding,when Bouki got caught | when Bouki was in trouble,60.0,False
ahl_12210_hat_eng,"Yon gwo pil renwa yo, y genyen.",They have a big pile of them.,"A large deck of kidneys, y have.","A big pile of kidneys, they have.","A large pile of the kidneys, they have.",They have a lot of them | They’ve got plenty of them,43.75,False
ahl_6016_hat_eng,donk ki an m deka di sa.,So what can I say about that.,so let's say that.,so what I’m saying to him.,so what am I saying to that.,So what can I say? | What can I say about that?,55.55555555555556,False
ahl_7082_hat_eng,manvili bèl pòsesen.,my beautiful possession.,manvili cute postesen.,beautiful manvili postesen.,my dear manages.,my beautiful treasure | my lovely possession,48.64864864864865,False
ahl_12513_hat_eng,"Wi, lò lò l lò li ap ekouve a, w mete li fè ti kay pou li, sa rele kalò.","Yes, when it is hatching, you put it in a little house for it; that is called a brooder.","Yes, gold gold it will find, you put it to be small home to it, this is called calor.","Yes, when it’s time he’s going to find out, you put it to make the little house for him, what do you call the calor.","Yes, when he’s getting there, you put it made a little house for him, that’s called a calor.","Yes, when it’s hatching, you put it in a little brooder house | Yes, during hatching, you keep it in a brooder",50.370370370370374,False
ahl_2464_hat_eng,an kònd akò,a condition of agreement,the Coned Agreement,the Coned Agreement,in accordance with the agreement,agreement | terms of agreement,75.67567567567568,True
gen_00698,"Apre sa, kè yo te vin adousi, epi yo te vin kwè nan Jezikri.","Later, their hearts were softened, and they believed in Jesus Christ.","And the hearts became honored, and they became believed in Christ Jesus.","And the heart became softened, and they came to believe in Jesus.","And the hearts came soft, and they came to believe in Christ Jesus.","Later, they softened and came to believe in Jesus Christ. | In time, their hearts softened, and they put their faith in Jesus Christ.",61.15702479338842,False
ahl_9304_hat_eng,li pou ke li avèk fòt,he must be at fault,it so that it is with fault,he is so that he is with fault,it is so that it is with fault,he must be to blame | he’s at fault,58.82352941176471,False
gen_01085,"Pandan tout ane a, timoun yo te aprann sa Senyè a te revele atravè Pwofèt Joseph Smith.","Throughout the year, the children have learned what the Lord revealed through the Prophet Joseph Smith.","Over the year, children learned what the Lord had revealed across Joseph Smith’s Prophet.","Throughout the year, children learned that the Lord has revealed through the Prophet Joseph Smith.","All year round, children learned that the Lord was revealed through the Joseph Smith profile.","All year long, the children learned what the Lord revealed through the Prophet Joseph Smith. | Throughout the year, the children learned the Lord’s revelations through the Prophet Joseph Smith.",73.05389221556887,False
ahl_868_hat_eng,isa l t ap fè la,What was he doing there,isa he was doing there,here he was doing there,here he was doing there,What was he doing there | What was he up to there,77.27272727272727,True
ahl_3932_hat_eng,"Kwa kont ki jen rele moun k ap fè lekòl yo, se direktè a se yo.",The person who is called the one who runs the school is the principal.,"Cross against which June calls schools, the director is them.","The cross against which young people call school holders, is the director of them.","No matter how to call the school’s people, it’s the director of them.",The person in charge of the school is the principal | The school’s leader is the principal,52.459016393442624,False
gen_00997,NOUVO NAN TARRAGONA AK LLEIDA,NEW IN TARRAGONA,NEW IN TARRAGONA AND LLEIDA,NEW IN TARRAGONA AND LLEIDA,NEW IN TARRAGONA AND LLEIDA,New to Tarragona | Recently arrived in Tarragona,70.83333333333333,False
gen_00171,2790 Testaman pou a plugin Kodi 16 pou E2 Mnigma,2799 Additions to the plugin Kodi 16 for E2 Mnigma,2790 Testament to the plugin Kodi 16 for E2 Mnigma,2790 Testament for the plugin Kodi 16 for E2 Mnigma,2790 Testament to the plugin Kodi 16 for E2 Mnigma,Add-ons for the Kodi 16 plugin for E2 Mnigma | Extras for the Kodi 16 plugin for E2 Mnigma,68.08510638297872,False
ahl_13419_hat_eng,Non moun lòt banen voye achite la.,No one from the other side sent it here.,No one else gives us the purchasing.,No one else gives the purchase.,No one else gives the purchase.,Nobody from over there sent it | No one on the other side sent it,50.0,False
ahl_6473_hat_eng,"Zèl li, apa de zèl ki sòt konn nan pwason anpa, li gen ke, li gen tèt.","Its wings, apart from the wings that are usually found in fish, it has a tail, it has a head.","His wings, apart from the wings of the wings of anpa fish, it has that, it has head.","His wings, apart from the wings that are all known in anpa fish, he has that, he has head.","His wings, apart from the wings that just know in the fish, he has that, he has a head.",It has all the usual features | It’s a complete creature,46.913580246913575,False
ahl_1932_hat_eng,li tou vèt li gen ti wouj nan kò li,It is very green; it has a little red in its body.,it also green it has reddish in her body,it is also green he has little red in his body,"it is also green, it has little red in his body",very green with a hint of red | mostly green with a little red,53.73134328358209,False
ahl_12047_hat_eng,ou rache l akouto,you cut it with a knife,you hack it acouto,you tear it up and forth,you tear it up,you stabbed it | you sliced it,54.54545454545454,False
ahl_6140_hat_eng,men se bò dlo plis tidonnen ou rache li,but it’s by the water more that you weed it and pull it up,but that's the water more coupled or hacked it,but it’s more water than you tear off it,but it’s in the water more starch you hacked it,you have to deal with it where it grows | the problem is best handled at the source,47.22222222222222,False
gen_00873,Se menm jan avèk ou; e menm jan pou tout lòt moun ki antoure nou.,"So are you, and so are all other people around us.",It's similar to you; and as to all the other people surround us.,It's the same as you; and as for all the others around us.,It's just like you; and just like for all the others around us.,"Same for you, and for everyone else around us | You too, and everyone around us as well",56.88073394495412,False
gen_00918,Finca Sa Garriga Binisalem,Sun Palace Albir 4,Apartments in Mallorca,Hotel Cayo Santa Maria,Gran Canimar del Cana,Sun Palace Albir 4 | Sun Palace Albir Four,42.10526315789473,False
ahl_571_hat_eng,yo pa mare bèt,they do not tie up animals,Do not tie animals,they don’t tie animals,they don’t tie animals,they’re not fools | they’re not easy to fool,45.714285714285715,False
ahl_2801_hat_eng,ouvi ki jan bay pou l la lagate a rele,I heard how the one who was supposed to give it was called Lagate.,lvi how to give for the lagate l call,what kind of bay is it called for him?,what kind of bay is it called?,I heard the person who was supposed to give it was called Lagate | I heard the one meant to hand it over was named Lagate,56.75675675675676,False
gen_01049,"Epi, nan kèk jou sèlman, Pitit Gason Bondye a pral vini nan laglwa li;",And not many days hence the Son of God shall come in his glory;,"And in only a few days, the Son of God will come to his palms;","And in a few days only, the Son of God will come to his wardrobe;","And, in a few days only, the Son of God will come to his hail;","Soon, the Son of God will come in glory | In just a few days, the Son of God will return in glory",72.88135593220339,False
ahl_14802_hat_eng,"Okay, fa gen lòt nou ankò.","Okay, there are others of us too.","Okay, fact there are other us again.","Okay, let’s have any others anymore.","Okay, there are others too.","Okay, there are others like us too | Okay, we’ve got others too",78.68852459016394,True
gen_00126,"men, nou te soufri, epi tou, nou te chaje ak lakrent, pou se pa t jijman Bondye ki te tonbe sou tè nou pou anvayi nou jouk nan yon destriksyon total.","therefore we were grieved and also filled with fear, lest by any means the judgments of God should come upon our land, to our overthrow and utter destruction.","But we were suffering, and also we were charged with lakrent, so it was not the judgment of God who fell on our ground to invad us until in a total destruction.","But we had suffered, and also we had loaded and restrained, so it was not the judgment of God who had fallen on our land to invade us until in a total destruction.","But we suffered, and also we were charged and restrained, so it wasn’t God’t judgment that fell on our land to invade us until in a total destruction.","we were grieved and filled with fear, lest God’s judgments should fall on our land and destroy us | we were sorrowful and afraid that God’s judgment would come upon our land and bring us to utter ruin",53.75494071146245,False
fanm_76_hat_eng,li te batay ak sòlda franse yo ki te oblije fizye l.,"Wanted for decapitation as it was done for thieves and other criminals, she fought with the French soldiers, who in turn had to shoot her.",he fought with French soldiers who had to physicize it.,he fought with French soldiers who had to drashed him.,He was fighting with the French soldiers who had to physicize him.,"She fought the French soldiers, who had to shoot her | She resisted the French troops, and they were forced to shoot her",82.82828282828282,True
ahl_8820_hat_eng,se chat sa a,it’s this cat,is this chat,it is this cat,it is this cat,this cat | that cat,80.0,True
ahl_5115_hat_eng,bon e answit,well and then,good e Night,well and then,well and then,well then | and then,44.44444444444444,False
ahl_14066_hat_eng,nou m ap konnen yo eee,we will know them eee,we'll know they eee,we will know them eee,we are knowing they eee,we’ll know them | we’ll find out who they are,80.0,True
ahl_13345_hat_eng,Pitit myèl la.,The child of the honeybee.,The Son of the bee.,The bee's child.,The honey.,honeybee’s child | child of the honeybee,64.51612903225806,False
zile_129_hat_eng,Lasoustijo,to the spring at Turgeau,Lasoustijo,Lasoustijo,Lasoustijo,to Turgeau spring | at the Turgeau spring,42.10526315789473,False
ahl_15713_hat_eng,madou ou sòbe zan vitan,"my dear, save yourself quickly",mad or overwhelming years vitan,"your madou, you’re the old old man","madou, you’re going to go through the mountain","my dear, get out fast | darling, save yourself quickly",41.93548387096774,False
gen_01150,Mwen panse ke li pwal kapab itil isit la.,I think it'll be useful here.,I think it's going to be useful here.,I think it's going to be useful here.,I think it's going to be useful here.,I think it’ll help here. | I think it’ll come in handy here.,62.295081967213115,False
gen_00640,Nimewo Modèl:MLD-0.07,Model Number:MLD-0.07,Model Number:MLD-0.07,Model Number:MLD-0.07,Model Number:MLD-0.07,Model No.: MLD-0.07 | Model #: MLD-0.07,80.0,True
ahl_13358_hat_eng,ki pawòl sa,what does that mean,What is this word,what is that word,what is this saying,What does that mean? | What’s that supposed to mean?,62.5,False
ahl_7079_hat_eng,wa pouvri pòt la,open the door,King To Open the Door,you will open the door,you can open the door,open the door | let me in,76.47058823529412,True
gen_00154,Sa difisil paske nou dwe viv pami moun ki pa pataje menm kwayans ak valè ak obligasyon nou pran nan alyans yo avèk nou.,It is difficult because we must live among those who do not share our beliefs and values and covenant obligations.,That's hard because we have to live amongst those who do not share the same beliefs and values and obligations we take in their alliance with us.,That’s hard because we must live amongst those who do not share the same beliefs and values and obligations we take in their alliances with us.,That's difficult because we must live among those who do not share even beliefs with values and obligations we take in the alliance with us.,"It’s hard because we have to live among people who don’t share our beliefs, values, or covenant commitments | It’s difficult because we must live among those who don’t share our faith, values, or obligations",66.66666666666667,False
ahl_11458_hat_eng,li di koute li li la ki monso mizè,he says listen to him he is there that poor man,She says her listening to that monster mism,he said to listen to him that monster misery,"he said listen to him, that’s a mono misery","he says, “listen to him, he’s right there, the poor guy” | “listen to him, he’s over there, that poor fellow”",63.63636363636363,False
ahl_5478_hat_eng,nan OU pa konn ap fè peristil la nou?,"You don’t know how to do the peristil, do you?",in you don't know doing the peristil us?,Do you don’t know how to do the peristil of us?,Do you don’t know how to make the peristil to us?,"You don’t know how to do the ritual, do you? | You don’t know how to perform the ceremony, do you?",68.49315068493152,False
ahl_12735_hat_eng,mente l frè,"lie to him, brother",Hentai Brothers,but here is his brother,maybe it is brother,"tell him a lie | fool him, bro",52.17391304347826,False
ahl_11774_hat_eng,kote yentè l,where is he?,where yentor l,where is it?,where did it go,Where is he? | Where’s he at?,60.86956521739131,False
gen_01208,"Apresa, envokasyon an ap fèt pa Eldè Matthew L. Carpenter yon manm nan Swasandis yo.",The invocation will then be offered by Elder Matthew L. Carpenter of the Seventy.,"Apresa, the investation will be held by Eldè Matthew L. Carpenter a member of the Swasandis.","Apresa, the invocation will be made by Eldè Matthew L. Carpenter a member of the Swasandis.","Apresa, the invocation will be made by Eldè Matthew L. Carpenter a member of the Swasandis.",The invocation will then be given by Elder Matthew L. Carpenter of the Seventy. | Elder Matthew L. Carpenter of the Seventy will then offer the invocation.,71.95121951219512,False
ahl_6887_hat_eng,yo bon kay wòch,they are good stone houses,the Good Stone House,they are good stone houses,they are a good rock house,solid houses | sturdy homes,51.61290322580645,False
ahl_15721_hat_eng,ou pa jan m granm pil kòb pou peye l,you never have a lot of money to pay it,you're not as m granm batteries to pay it,you don’t have a lot of money to pay it,you didn’t have a lot of money to pay it,you never have enough money to pay for it | you’re always short on cash to pay it,61.53846153846154,False
ife_223_hat_eng,"Mwen sonje se te yOun bèl samdi aprèmidi mwa mas, sa fe 22 an.","It was a beautiful afternoon in March, 22 years ago.","I remember that yOun was beautiful samdi supremeidi March, that was the 22's feast.","I remember it was yOun pretty samdi aprermidi March, that's 22 years old.","I remember it was yOun's nice Saturdays after March, that's the 22's done.","It was a lovely Saturday afternoon in March, 22 years ago. | I remember it was a beautiful Saturday afternoon in March, 22 years ago.",61.935483870967744,False
gen_00466,Ou te santi ke Sovè a te prèske rive nan plas kote w te kanpe a.,You felt the Savior was about to come into the place where you stood.,You felt that the Savior was almost arriving in place where you stood there.,You felt that the Savior had almost reached place where you stood.,You felt that the Savior had almost reached the place where you were standing.,You felt the Savior was about to enter where you were standing | You felt the Savior was nearly there where you stood,70.3125,False
ahl_446_hat_eng,lè lè solèy la fèk kouche,when the sun has just set,when the newly lie,when the sun is just lying down,when the sun is just lying,at dusk | at sunset,35.71428571428571,False
ahl_12542_hat_eng,bèt yo konn genyen,animals often have,Beast to Win,the animals usually have,the animals usually have,animals usually have | animals tend to have,58.33333333333333,False
fanm_262_hat_eng,"yo la, y ap debleye.","They were there, they cleared the rubble.","They're here, they're confused.","they are there, they are struggling.","they are there, they are bothering.",They were there helping out | They were on the scene clearing things up,65.3061224489796,False
ahl_125_hat_eng,kisa dlo ap fè la?,What is the water doing there?,what water is doing there?,What is water doing there?,What is water doing there?,What’s that water doing there? | Why is there water there?,84.61538461538461,True
ahl_10024_hat_eng,li jan rene yon moun ganseride moun sòt,he is like a person who is a fool and an idiot,it's how to renee someone ganseride man,it’s how to rene someone ganseride people over,he is like a ganseride person from the other one,he’s a complete fool | he’s an idiot,42.85714285714286,False
ahl_5465_hat_eng,E lè se yon fi.,And when it is a girl.,And when it's a girl.,And when it’s a girl.,And when it’s a girl.,And if it’s a girl | And when it’s a girl,92.6829268292683,True
ahl_14457_hat_eng,va konn non ni?,Will you know its name?,Willn't know none?,Will you know the name of either?,Will you know the name?,Do you know what it’s called? | Will you know its name?,55.55555555555556,False
ahl_14897_hat_eng,yo gwon nou yo ka bay sa,"they are big, they can give that",we are able to provide that,they can give that to you,they can give it to us,"they’re grown, they can handle that | they’re big enough to give that",60.37735849056604,False
ahl_15449_hat_eng,di l pen yon sou tab la,tell him there is bread on the table,telling it a bread on the table,tell him a bread on the table,tell him a bread on the table,tell him there’s bread on the table | let him know there’s bread on the table,76.0,True
gen_00142,M ka jwenn esperans nan Kris la kèlkeswa jan sikonstans mwen ye.,I can have hope in Christ regardless of my circumstances.,I can find expectancy in Christ regardless of how circumstances I are.,I can find the essence of Christ regardless of how my circumstances are.,I can find expectations in Christ regardless of how circumstances I am.,I can find hope in Christ no matter what I’m going through | My hope in Christ doesn’t depend on my circumstances,57.60000000000001,False
cuisine_22_hat_eng,Lalo,jute leaves,Lalo,Lalo,Lalo,jute greens | jute leaf vegetable,50.0,False
ahl_1355_hat_eng,nan sa m ap fè kounye la,in what I am doing now,in what I'm doing now,what I’m doing now,what am I doing now,what I’m doing right now | what I’m up to now,77.77777777777779,True
gen_00362,"Pòl te enplore yo pou yo ""sonje"" verite l te anseye yo (1Korentyen 15:2).","Paul implored them to ""keep in memory"" the truths they had been taught (1Corinthians 15:2).","Paul was implored for their ""feed"" truth he taught them (1Colorean 15:2).",Paul has enplored them for “sounding” truth he teaches them (1Korentinian 15:2).,Paul had implored them for them “surgers” his truth taught them (1Korentans 15:2).,remember the truths they had been taught | keep those truths in mind,48.818897637795274,False
ahl_367_hat_eng,zanpwa wap di l konsa an,why are you telling him like that then,zanpwa sa a,you’re telling him like that,you’re telling him like that,Why are you saying it like that? | Why are you telling him that way?,42.10526315789473,False
ahl_3589_hat_eng,ou byon gen dwa kwit li blanch pou mwen je met sèl ladan nan se ki chon w rele l,"you can certainly cook it plain for me, I’ll just add salt to it, whatever you call it",you bion may cook it white for my single eye in which you call it,you have the right to cook it white for me to put salt in it that’s what you call it,"you can cook it white so I can put salt in it, it’s what you call it","You can make it plain for me, I’ll season it myself | Just cook it plain for me, I’ll add the salt myself",54.700854700854705,False
ahl_8629_hat_eng,anmen mwen m ap pati,"let me go, I’m leaving",enormous i am part,my mother I’m going to be part,I’m going to go.,let me go | I’m leaving,44.44444444444444,False
gen_00847,Rated travay aktyèl A (380V) 220V,Rated working current A(380V) 220V,Rated working current A (380V) 220V,Rated working current A (380V) 220V,Rated working current A (380V) 220V,Rated operating current A (380V) 220V | Rated current A (380V) 220V,88.57142857142857,True
gen_00290,Anvizaje li Alma 5:14–33 kòm si ou t ap fè entèvyou avèk tèt ou epi egzaminen kè w.,Consider reading Alma 5:14–33 as if you were interviewing yourself and examining your heart.,Interimaging it Alma 5:14–33 as if you were interviewing with yourself and examine your heart.,Invisibly read Alma 5:14–33 as if you were interviewing with yourself and examine your heart.,Envision it Alma 5:14–33 as if you were interviewing with yourself and examine your heart.,Consider Alma 5:14–33 as a self-interview and examine your heart | Read Alma 5:14–33 as if you were questioning yourself and searching your heart,76.0233918128655,True
gen_00533,Epi Bondye yo te fè chak pyebwa pou fè je plezi epi pou nouriti grandi nan tè a; pyebwa lavi a te nan mitan jaden an tou ak pyebwa konesans byen ak mal la.,"And out of the ground made the Gods to grow every tree that is pleasant to the sight and good for food; the tree of life, also, in the midst of the garden, and the tree of knowledge of good and evil.",And God did every tree for fun eyes and feeds grow in the ground; the tree life was in the middle of the field also with knowledge trees well and the evil.,And God has made every tree to make pleasure eyes and feed grow in the ground; the tree life was among the field also with well-conscious knowledge trees.,And God made every tree to make fun eyes and feed grow in the ground; the tree life was in the middle of the garden also with good knowledge trees and the harm.,"And God made every tree grow, pleasing to the eye and good for food; the tree of life was also in the middle of the garden, along with the tree of knowledge of good and evil. | God caused every tree to grow, beautiful to look at and good for food; in the center of the garden were the tree of life and the tree of the knowledge of good and evil.",65.79804560260587,False
zile_131_hat_eng,ZILE NOU III,OUR ISLAND III,ZILE WE III,OUR ZILE III,OUR ZILE III,Our Island III | Our Homeland III,54.54545454545454,False
